Earthx Earthy Earthz Sunx Suny Sunz 
0.498825 -0.882788 0 0 0 0 
0.525441 -0.866911 0 0 0 0 
0.551558 -0.850212 0 0 0 0 
0.577153 -0.832706 0 0 0 0 
0.6022 -0.814411 0 0 0 0 
0.626674 -0.795342 0 0 0 0 
0.650554 -0.775517 0 0 0 0 
0.673814 -0.754954 0 0 0 0 
0.696432 -0.733672 0 0 0 0 
0.718386 -0.71169 0 0 0 0 
0.739655 -0.689029 0 0 0 0 
0.760217 -0.66571 0 0 0 0 
0.780051 -0.641754 0 0 0 0 
0.799139 -0.617183 0 0 0 0 
0.817461 -0.592021 0 0 0 0 
0.834997 -0.56629 0 0 0 0 
0.851732 -0.540016 0 0 0 0 
0.867647 -0.513221 0 0 0 0 
0.882726 -0.485932 0 0 0 0 
0.896953 -0.458175 0 0 0 0 
0.910314 -0.429974 0 0 0 0 
0.922795 -0.401358 0 0 0 0 
0.934381 -0.372354 0 0 0 0 
0.945062 -0.342988 0 0 0 0 
0.954824 -0.313289 0 0 0 0 
0.963658 -0.283285 0 0 0 0 
0.971554 -0.253005 0 0 0 0 
0.978502 -0.222479 0 0 0 0 
0.984494 -0.191735 0 0 0 0 
0.989523 -0.160804 0 0 0 0 
0.993583 -0.129715 0 0 0 0 
0.996668 -0.0984987 0 0 0 0 
0.998774 -0.0671859 0 0 0 0 
0.999897 -0.035807 0 0 0 0 
1.00004 -0.00439274 0 0 0 0 
0.999186 0.0270258 0 0 0 0 
0.99735 0.0584177 0 0 0 0 
0.994526 0.0897517 0 0 0 0 
0.990717 0.120997 0 0 0 0 
0.985924 0.152122 0 0 0 0 
0.980151 0.183095 0 0 0 0 
0.973402 0.213887 0 0 0 0 
0.965683 0.244465 0 0 0 0 
0.957 0.274799 0 0 0 0 
0.947359 0.304858 0 0 0 0 
0.93677 0.334613 0 0 0 0 
0.925242 0.364031 0 0 0 0 
0.912785 0.393084 0 0 0 0 
0.89941 0.421742 0 0 0 0 
0.885129 0.449975 0 0 0 0 
0.869956 0.477755 0 0 0 0 
0.853905 0.505052 0 0 0 0 
0.836991 0.531839 0 0 0 0 
0.819229 0.558087 0 0 0 0 
0.800638 0.58377 0 0 0 0 
0.781234 0.608861 0 0 0 0 
0.761037 0.633333 0 0 0 0 
0.740066 0.657162 0 0 0 0 
0.718342 0.680321 0 0 0 0 
0.695885 0.702787 0 0 0 0 
0.672718 0.724536 0 0 0 0 
0.648865 0.745545 0 0 0 0 
0.624348 0.765792 0 0 0 0 
0.599193 0.785255 0 0 0 0 
0.573423 0.803915 0 0 0 0 
0.547066 0.82175 0 0 0 0 
0.520148 0.838742 0 0 0 0 
0.492696 0.854873 0 0 0 0 
0.464737 0.870126 0 0 0 0 
0.436301 0.884484 0 0 0 0 
0.407416 0.897932 0 0 0 0 
0.378111 0.910456 0 0 0 0 
0.348417 0.922042 0 0 0 0 
0.318364 0.932677 0 0 0 0 
0.287982 0.942351 0 0 0 0 
0.257304 0.951053 0 0 0 0 
0.22636 0.958773 0 0 0 0 
0.195182 0.965504 0 0 0 0 
0.163802 0.971237 0 0 0 0 
0.132254 0.975968 0 0 0 0 
0.100569 0.97969 0 0 0 0 
0.0687798 0.9824 0 0 0 0 
0.0369196 0.984094 0 0 0 0 
0.00502137 0.984772 0 0 0 0 
-0.0268821 0.984432 0 0 0 0 
-0.0587578 0.983075 0 0 0 0 
-0.0905727 0.980702 0 0 0 0 
-0.122294 0.977315 0 0 0 0 
-0.153889 0.97292 0 0 0 0 
-0.185325 0.967519 0 0 0 0 
-0.21657 0.96112 0 0 0 0 
-0.247592 0.953729 0 0 0 0 
-0.278357 0.945353 0 0 0 0 
-0.308836 0.936003 0 0 0 0 
-0.338997 0.925688 0 0 0 0 
-0.368808 0.91442 0 0 0 0 
-0.39824 0.90221 0 0 0 0 
-0.427261 0.889071 0 0 0 0 
-0.455844 0.875019 0 0 0 0 
-0.483958 0.860067 0 0 0 0 
-0.511575 0.844232 0 0 0 0 
-0.538667 0.827531 0 0 0 0 
-0.565207 0.809981 0 0 0 0 
-0.591167 0.791602 0 0 0 0 
-0.616523 0.772413 0 0 0 0 
-0.641249 0.752433 0 0 0 0 
-0.665319 0.731686 0 0 0 0 
-0.688711 0.710191 0 0 0 0 
-0.711401 0.687973 0 0 0 0 
-0.733366 0.665054 0 0 0 0 
-0.754585 0.641459 0 0 0 0 
-0.775037 0.617212 0 0 0 0 
-0.794704 0.592338 0 0 0 0 
-0.813564 0.566865 0 0 0 0 
-0.831601 0.540817 0 0 0 0 
-0.848797 0.514223 0 0 0 0 
-0.865136 0.487109 0 0 0 0 
-0.880603 0.459504 0 0 0 0 
-0.895183 0.431437 0 0 0 0 
-0.908862 0.402935 0 0 0 0 
-0.921629 0.374029 0 0 0 0 
-0.933471 0.344747 0 0 0 0 
-0.944378 0.31512 0 0 0 0 
-0.954341 0.285179 0 0 0 0 
-0.96335 0.254952 0 0 0 0 
-0.971399 0.224471 0 0 0 0 
-0.97848 0.193766 0 0 0 0 
-0.984588 0.162869 0 0 0 0 
-0.989719 0.13181 0 0 0 0 
-0.993868 0.10062 0 0 0 0 
-0.997033 0.0693308 0 0 0 0 
-0.999212 0.0379729 0 0 0 0 
-1.00041 0.00657752 0 0 0 0 
-1.00061 -0.0248243 0 0 0 0 
-0.999834 -0.0562017 0 0 0 0 
-0.998074 -0.0875239 0 0 0 0 
-0.995333 -0.11876 0 0 0 0 
-0.991618 -0.14988 0 0 0 0 
-0.986933 -0.180853 0 0 0 0 
-0.981283 -0.21165 0 0 0 0 
-0.974675 -0.24224 0 0 0 0 
-0.967118 -0.272594 0 0 0 0 
-0.958621 -0.302683 0 0 0 0 
-0.949192 -0.332478 0 0 0 0 
-0.938842 -0.36195 0 0 0 0 
-0.927582 -0.391071 0 0 0 0 
-0.915425 -0.419815 0 0 0 0 
-0.902383 -0.448152 0 0 0 0 
-0.888471 -0.476057 0 0 0 0 
-0.873703 -0.503504 0 0 0 0 
-0.858093 -0.530465 0 0 0 0 
-0.841659 -0.556917 0 0 0 0 
-0.824416 -0.582834 0 0 0 0 
-0.806383 -0.608192 0 0 0 0 
-0.787578 -0.632968 0 0 0 0 
-0.768019 -0.657138 0 0 0 0 
-0.747726 -0.68068 0 0 0 0 
-0.726719 -0.703572 0 0 0 0 
-0.705019 -0.725793 0 0 0 0 
-0.682647 -0.747322 0 0 0 0 
-0.659626 -0.768141 0 0 0 0 
-0.635977 -0.788229 0 0 0 0 
-0.611725 -0.807568 0 0 0 0 
-0.586891 -0.82614 0 0 0 0 
-0.561501 -0.84393 0 0 0 0 
-0.535579 -0.860919 0 0 0 0 
-0.50915 -0.877093 0 0 0 0 
-0.482239 -0.892438 0 0 0 0 
-0.454873 -0.906938 0 0 0 0 
-0.427076 -0.920582 0 0 0 0 
-0.398876 -0.933356 0 0 0 0 
-0.3703 -0.945249 0 0 0 0 
-0.341374 -0.956251 0 0 0 0 
-0.312126 -0.966351 0 0 0 0 
-0.282584 -0.97554 0 0 0 0 
-0.252776 -0.98381 0 0 0 0 
-0.22273 -0.991154 0 0 0 0 
-0.192475 -0.997565 0 0 0 0 
-0.162038 -1.00304 0 0 0 0 
-0.131448 -1.00756 0 0 0 0 
-0.100736 -1.01114 0 0 0 0 
-0.0699278 -1.01377 0 0 0 0 
-0.0390543 -1.01545 0 0 0 0 
-0.00814401 -1.01617 0 0 0 0 
0.0227739 -1.01593 0 0 0 0 
0.0536704 -1.01474 0 0 0 0 
0.0845164 -1.0126 0 0 0 0 
0.115283 -1.0095 0 0 0 0 
0.145941 -1.00545 0 0 0 0 
0.176462 -1.00046 0 0 0 0 
0.206816 -0.994524 0 0 0 0 
0.236976 -0.987652 0 0 0 0 
0.266913 -0.979849 0 0 0 0 
0.296598 -0.971123 0 0 0 0 
0.326003 -0.961482 0 0 0 0 
0.355101 -0.950934 0 0 0 0 
0.383864 -0.939489 0 0 0 0 
0.412265 -0.927156 0 0 0 0 
0.440276 -0.913948 0 0 0 0 
0.46787 -0.899876 0 0 0 0 
0.495023 -0.884952 0 0 0 0 
0.521706 -0.869191 0 0 0 0 
0.547896 -0.852606 0 0 0 0 
0.573566 -0.835213 0 0 0 0 
0.598691 -0.817027 0 0 0 0 
0.623248 -0.798065 0 0 0 0 
0.647213 -0.778345 0 0 0 0 
0.670561 -0.757884 0 0 0 0 
0.693272 -0.736702 0 0 0 0 
0.715321 -0.714817 0 0 0 0 
0.736687 -0.692249 0 0 0 0 
0.75735 -0.669021 0 0 0 0 
0.777288 -0.645152 0 0 0 0 
0.796482 -0.620666 0 0 0 0 
0.814913 -0.595585 0 0 0 0 
0.832561 -0.569932 0 0 0 0 
0.84941 -0.543732 0 0 0 0 
0.865441 -0.517008 0 0 0 0 
0.880638 -0.489786 0 0 0 0 
0.894986 -0.462092 0 0 0 0 
0.90847 -0.433952 0 0 0 0 
0.921075 -0.405392 0 0 0 0 
0.932788 -0.376439 0 0 0 0 
0.943596 -0.347121 0 0 0 0 
0.953488 -0.317467 0 0 0 0 
0.962453 -0.287503 0 0 0 0 
0.970481 -0.25726 0 0 0 0 
0.977562 -0.226765 0 0 0 0 
0.983689 -0.196049 0 0 0 0 
0.988853 -0.165142 0 0 0 0 
0.993049 -0.134072 0 0 0 0 
0.996271 -0.102872 0 0 0 0 
0.998514 -0.0715698 0 0 0 0 
0.999775 -0.0401974 0 0 0 0 
1.00005 -0.00878554 0 0 0 0 
0.99934 0.022635 0 0 0 0 
0.997641 0.0540333 0 0 0 0 
0.994956 0.085378 0 0 0 0 
0.991284 0.116638 0 0 0 0 
0.986628 0.147782 0 0 0 0 
0.980992 0.17878 0 0 0 0 
0.974379 0.209599 0 0 0 0 
0.966795 0.24021 0 0 0 0 
0.958245 0.270581 0 0 0 0 
0.948738 0.300681 0 0 0 0 
0.93828 0.33048 0 0 0 0 
0.926882 0.359948 0 0 0 0 
0.914554 0.389054 0 0 0 0 
0.901306 0.41777 0 0 0 0 
0.887151 0.446065 0 0 0 0 
0.872101 0.47391 0 0 0 0 
0.856171 0.501276 0 0 0 0 
0.839376 0.528137 0 0 0 0 
0.821731 0.554462 0 0 0 0 
0.803254 0.580226 0 0 0 0 
0.783962 0.605402 0 0 0 0 
0.763874 0.629962 0 0 0 0 
0.743009 0.653882 0 0 0 0 
0.721388 0.677137 0 0 0 0 
0.699032 0.699701 0 0 0 0 
0.675962 0.721552 0 0 0 0 
0.652203 0.742665 0 0 0 0 
0.627776 0.76302 0 0 0 0 
0.602708 0.782594 0 0 0 0 
0.577022 0.801367 0 0 0 0 
0.550745 0.819318 0 0 0 0 
0.523903 0.836429 0 0 0 0 
0.496523 0.852681 0 0 0 0 
0.468633 0.868057 0 0 0 0 
0.440261 0.882541 0 0 0 0 
0.411436 0.896117 0 0 0 0 
0.382188 0.90877 0 0 0 0 
0.352546 0.920487 0 0 0 0 
0.32254 0.931256 0 0 0 0 
0.292203 0.941064 0 0 0 0 
0.261563 0.949902 0 0 0 0 
0.230654 0.957759 0 0 0 0 
0.199507 0.964628 0 0 0 0 
0.168153 0.9705 0 0 0 0 
0.136626 0.97537 0 0 0 0 
0.104958 0.979233 0 0 0 0 
0.0731815 0.982084 0 0 0 0 
0.0413293 0.98392 0 0 0 0 
0.00943432 0.984739 0 0 0 0 
-0.0224704 0.984541 0 0 0 0 
-0.0543518 0.983325 0 0 0 0 
-0.0861772 0.981093 0 0 0 0 
-0.117913 0.977847 0 0 0 0 
-0.149528 0.973592 0 0 0 0 
-0.180988 0.968331 0 0 0 0 
-0.212261 0.96207 0 0 0 0 
-0.243315 0.954816 0 0 0 0 
-0.274118 0.946577 0 0 0 0 
-0.304639 0.937362 0 0 0 0 
-0.334845 0.927181 0 0 0 0 
-0.364707 0.916045 0 0 0 0 
-0.394193 0.903965 0 0 0 0 
-0.423273 0.890955 0 0 0 0 
-0.451918 0.877029 0 0 0 0 
-0.480098 0.862202 0 0 0 0 
-0.507786 0.846489 0 0 0 0 
-0.534952 0.829907 0 0 0 0 
-0.56157 0.812475 0 0 0 0 
-0.587613 0.79421 0 0 0 0 
-0.613054 0.775133 0 0 0 0 
-0.637869 0.755263 0 0 0 0 
-0.662031 0.734621 0 0 0 0 
-0.685519 0.713229 0 0 0 0 
-0.708307 0.691111 0 0 0 0 
-0.730374 0.668289 0 0 0 0 
-0.751698 0.644787 0 0 0 0 
-0.772258 0.620629 0 0 0 0 
-0.792035 0.595842 0 0 0 0 
-0.811008 0.570451 0 0 0 0 
-0.829161 0.544482 0 0 0 0 
-0.846475 0.517963 0 0 0 0 
-0.862934 0.490921 0 0 0 0 
-0.878523 0.463383 0 0 0 0 
-0.893227 0.435379 0 0 0 0 
-0.907032 0.406937 0 0 0 0 
-0.919927 0.378086 0 0 0 0 
-0.931898 0.348856 0 0 0 0 
-0.942936 0.319276 0 0 0 0 
-0.953031 0.289377 0 0 0 0 
-0.962174 0.259189 0 0 0 0 
-0.970357 0.228742 0 0 0 0 
-0.977573 0.198068 0 0 0 0 
-0.983818 0.167196 0 0 0 0 
-0.989085 0.136159 0 0 0 0 
-0.993371 0.104986 0 0 0 0 
-0.996674 0.0737097 0 0 0 0 
-0.998991 0.0423603 0 0 0 0 
-1.00032 0.0109691 0 0 0 0 
-1.00067 -0.0204329 0 0 0 0 
-1.00003 -0.0518148 0 0 0 0 
-0.998403 -0.0831458 0 0 0 0 
-0.9958 -0.114395 0 0 0 0 
-0.992221 -0.145532 0 0 0 0 
-0.987671 -0.176527 0 0 0 0 
-0.982156 -0.20735 0 0 0 0 
-0.975682 -0.23797 0 0 0 0 
-0.968258 -0.268358 0 0 0 0 
-0.959892 -0.298485 0 0 0 0 
-0.950593 -0.328322 0 0 0 0 
-0.940371 -0.35784 0 0 0 0 
-0.929239 -0.387012 0 0 0 0 
-0.917207 -0.415809 0 0 0 0 
-0.904289 -0.444205 0 0 0 0 
-0.890498 -0.472171 0 0 0 0 
-0.875849 -0.499683 0 0 0 0 
-0.860357 -0.526714 0 0 0 0 
-0.844037 -0.553238 0 0 0 0 
-0.826908 -0.579231 0 0 0 0 
-0.808985 -0.604668 0 0 0 0 
-0.790287 -0.629527 0 0 0 0 
-0.770833 -0.653782 0 0 0 0 
-0.750642 -0.677413 0 0 0 0 
-0.729735 -0.700398 0 0 0 0 
-0.708131 -0.722714 0 0 0 0 
-0.685853 -0.744341 0 0 0 0 
-0.662922 -0.76526 0 0 0 0 
-0.63936 -0.785452 0 0 0 0 
-0.615191 -0.804897 0 0 0 0 
-0.590439 -0.823578 0 0 0 0 
-0.565126 -0.841478 0 0 0 0 
-0.539277 -0.85858 0 0 0 0 
-0.512918 -0.87487 0 0 0 0 
-0.486074 -0.890331 0 0 0 0 
-0.45877 -0.904951 0 0 0 0 
-0.431032 -0.918716 0 0 0 0 
-0.402888 -0.931613 0 0 0 0 
-0.374363 -0.94363 0 0 0 0 
-0.345485 -0.954758 0 0 0 0 
-0.316281 -0.964985 0 0 0 0 
-0.286779 -0.974303 0 0 0 0 
-0.257007 -0.982703 0 0 0 0 
-0.226993 -0.990177 0 0 0 0 
-0.196765 -0.99672 0 0 0 0 
-0.166352 -1.00232 0 0 0 0 
-0.135782 -1.00698 0 0 0 0 
-0.105085 -1.0107 0 0 0 0 
-0.074289 -1.01346 0 0 0 0 
-0.043423 -1.01527 0 0 0 0 
-0.0125162 -1.01613 0 0 0 0 
0.0184024 -1.01602 0 0 0 0 
0.0493037 -1.01497 0 0 0 0 
0.0801586 -1.01296 0 0 0 0 
0.110938 -1.00999 0 0 0 0 
0.141613 -1.00608 0 0 0 0 
0.172155 -1.00122 0 0 0 0 
0.202535 -0.995414 0 0 0 0 
0.232724 -0.988674 0 0 0 0 
0.262694 -0.981001 0 0 0 0 
0.292416 -0.972405 0 0 0 0 
0.321863 -0.962892 0 0 0 0 
0.351006 -0.952471 0 0 0 0 
0.379818 -0.941151 0 0 0 0 
0.408272 -0.928942 0 0 0 0 
0.436339 -0.915856 0 0 0 0 
0.463994 -0.901904 0 0 0 0 
0.491211 -0.887099 0 0 0 0 
0.517962 -0.871455 0 0 0 0 
0.544223 -0.854984 0 0 0 0 
0.569967 -0.837704 0 0 0 0 
0.595171 -0.819628 0 0 0 0 
0.61981 -0.800774 0 0 0 0 
0.64386 -0.781159 0 0 0 0 
0.667297 -0.760801 0 0 0 0 
0.690098 -0.739718 0 0 0 0 
0.712242 -0.71793 0 0 0 0 
0.733706 -0.695457 0 0 0 0 
0.754469 -0.672319 0 0 0 0 
0.77451 -0.648539 0 0 0 0 
0.793811 -0.624137 0 0 0 0 
0.81235 -0.599138 0 0 0 0 
0.830109 -0.573563 0 0 0 0 
0.847071 -0.547438 0 0 0 0 
0.863218 -0.520785 0 0 0 0 
0.878534 -0.493631 0 0 0 0 
0.893002 -0.466001 0 0 0 0 
0.906608 -0.437921 0 0 0 0 
0.919337 -0.409418 0 0 0 0 
0.931177 -0.380518 0 0 0 0 
0.942113 -0.351249 0 0 0 0 
0.952134 -0.321639 0 0 0 0 
0.96123 -0.291716 0 0 0 0 
0.969389 -0.261509 0 0 0 0 
0.976604 -0.231048 0 0 0 0 
0.982865 -0.20036 0 0 0 0 
0.988164 -0.169477 0 0 0 0 
0.992496 -0.138428 0 0 0 0 
0.995855 -0.107243 0 0 0 0 
0.998235 -0.0759524 0 0 0 0 
0.999633 -0.0445873 0 0 0 0 
1.00005 -0.0131783 0 0 0 0 
0.999474 0.0182437 0 0 0 0 
0.997914 0.0496477 0 0 0 0 
0.995366 0.0810025 0 0 0 0 
0.991832 0.112277 0 0 0 0 
0.987313 0.14344 0 0 0 0 
0.981814 0.174461 0 0 0 0 
0.975337 0.205308 0 0 0 0 
0.967888 0.23595 0 0 0 0 
0.959472 0.266357 0 0 0 0 
0.950098 0.296497 0 0 0 0 
0.939772 0.326341 0 0 0 0 
0.928505 0.355858 0 0 0 0 
0.916305 0.385017 0 0 0 0 
0.903184 0.413789 0 0 0 0 
0.889155 0.442145 0 0 0 0 
0.874229 0.470055 0 0 0 0 
0.85842 0.497491 0 0 0 0 
0.841744 0.524424 0 0 0 0 
0.824217 0.550826 0 0 0 0 
0.805854 0.576671 0 0 0 0 
0.786674 0.60193 0 0 0 0 
0.766696 0.626579 0 0 0 0 
0.745937 0.65059 0 0 0 0 
0.72442 0.673939 0 0 0 0 
0.702164 0.696601 0 0 0 0 
0.679193 0.718553 0 0 0 0 
0.655527 0.739771 0 0 0 0 
0.631192 0.760233 0 0 0 0 
0.606211 0.779917 0 0 0 0 
0.580609 0.798803 0 0 0 0 
0.554413 0.81687 0 0 0 0 
0.527647 0.834099 0 0 0 0 
0.50034 0.850472 0 0 0 0 
0.472519 0.865971 0 0 0 0 
0.444212 0.88058 0 0 0 0 
0.415448 0.894283 0 0 0 0 
0.386257 0.907066 0 0 0 0 
0.356668 0.918914 0 0 0 0 
0.326711 0.929815 0 0 0 0 
0.296417 0.939758 0 0 0 0 
0.265818 0.948731 0 0 0 0 
0.234944 0.956726 0 0 0 0 
0.203828 0.963732 0 0 0 0 
0.172501 0.969744 0 0 0 0 
0.140996 0.974754 0 0 0 0 
0.109345 0.978757 0 0 0 0 
0.0775818 0.981749 0 0 0 0 
0.0457381 0.983726 0 0 0 0 
0.0138471 0.984687 0 0 0 0 
-0.0180582 0.98463 0 0 0 0 
-0.0499448 0.983555 0 0 0 0 
-0.0817799 0.981464 0 0 0 0 
-0.11353 0.97836 0 0 0 0 
-0.145164 0.974244 0 0 0 0 
-0.176647 0.969123 0 0 0 0 
-0.207948 0.963001 0 0 0 0 
-0.239034 0.955885 0 0 0 0 
-0.269874 0.947782 0 0 0 0 
-0.300435 0.938703 0 0 0 0 
-0.330687 0.928655 0 0 0 0 
-0.360598 0.917651 0 0 0 0 
-0.390138 0.905702 0 0 0 0 
-0.419276 0.892821 0 0 0 0 
-0.447983 0.879022 0 0 0 0 
-0.476229 0.864319 0 0 0 0 
-0.503987 0.848728 0 0 0 0 
-0.531227 0.832267 0 0 0 0 
-0.557923 0.814952 0 0 0 0 
-0.584047 0.796803 0 0 0 0 
-0.609573 0.777837 0 0 0 0 
-0.634476 0.758077 0 0 0 0 
-0.65873 0.737541 0 0 0 0 
-0.682313 0.716253 0 0 0 0 
-0.705199 0.694235 0 0 0 0 
-0.727368 0.67151 0 0 0 0 
-0.748796 0.648102 0 0 0 0 
-0.769464 0.624035 0 0 0 0 
-0.78935 0.599334 0 0 0 0 
-0.808436 0.574026 0 0 0 0 
-0.826704 0.548137 0 0 0 0 
-0.844136 0.521693 0 0 0 0 
-0.860715 0.494723 0 0 0 0 
-0.876426 0.467253 0 0 0 0 
-0.891254 0.439313 0 0 0 0 
-0.905185 0.410931 0 0 0 0 
-0.918207 0.382136 0 0 0 0 
-0.930308 0.352958 0 0 0 0 
-0.941476 0.323426 0 0 0 0 
-0.951703 0.29357 0 0 0 0 
-0.960979 0.263421 0 0 0 0 
-0.969296 0.233009 0 0 0 0 
-0.976648 0.202366 0 0 0 0 
-0.983028 0.171521 0 0 0 0 
